,FDG_High_EarlyMem_CD4s,FDG_Pos_EarlyMem_CD4s,FDG_High_Naive_CD4s,FDG_Pos_Naive_CD4s,FDG_High_TEMRA_CD4s,FDG_Pos_TEMRA_CD4s,FDG_High_CM_CD4s,FDG_Pos_CM_CD4s,FDG_High_EM_CD4s,FDG_Pos_EM_CD4s,FDG_High_EarlyMem_CD8s,FDG_Pos_EarlyMem_CD8s,FDG_High_Naive_CD8s,FDG_Pos_Naive_CD8s,FDG_High_TEMRA_CD8s,FDG_Pos_TEMRA_CD8s,FDG_High_CM_CD8s,FDG_Pos_CM_CD8s,FDG_High_EM_CD8s,FDG_Pos_EM_CD8s,y,predicted
0,-0.43198425608935576,-0.10414786906847401,-0.3479321599992548,-0.6707293331685722,-0.47128946255962323,-1.2641539350316169,-0.4103145102123588,-0.09912300950163506,-0.19005666183143527,-0.5214660858983658,-0.09647633120244047,0.18965663597076723,-0.4484111216395094,-0.6806317958945096,-0.370271870413683,0.22399160106349222,0.11554570760217583,0.49945939802467004,-0.19829104601444036,0.7665887806289391,1,0
1,-0.6303588324697728,-1.0732657574227613,-0.3548719085771119,-0.9026518321119074,-0.7553192454056733,-1.4874914004253315,-0.6240714401248932,-1.117441529858426,-0.9040185770509517,-1.5974773822646102,-0.8836609196318326,-1.4870320099199292,-0.494377311009956,-1.0894011066634532,-0.9767902741641388,-2.161802148666804,-0.8788666068089721,-1.6115964746986438,-1.1024044559311128,-2.1578799820215426,1,1
2,-0.6303588324697728,-0.38090990788221,-0.3423803611369692,-0.11458864692690096,-0.7553192454056733,0.970694893594595,-0.5867986981443463,-0.6232976902214846,1.7197914613807712,1.1653813175753533,-0.5327199535500021,-0.05734255796460405,-0.4516944208802555,-0.06503887203960894,1.4062805588878742,0.6722192910213614,0.2656456795887641,0.6582215762376812,1.258336114406865,0.6319897999211764,1,1
3,-0.5382563505788649,-0.5594079003418835,-0.3229490651189692,-0.4537950229324593,-0.015716939578829817,0.2594056061195637,-0.5585073397735697,-0.6924596272609091,-0.9040185770509517,-0.6436333073198608,-0.6170495757138431,-0.5561840672850598,-0.46384262807101645,-0.7635563577450114,-0.9203491228550121,-1.1125418744472457,-0.5739760387112145,-0.6840404759268687,-0.9860417115066522,-0.9097803427313789,1,1
4,0.049782572263085634,1.3562902510561263,-0.22162873588225532,0.7847026755064398,0.06021181425130238,0.11567357393549009,0.49680523437444707,1.2477147117924228,-0.31410754460082624,-0.2301442502009546,1.2609062409347684,1.2212415047596705,-0.3794618375838395,0.7788404926743199,0.22370405526807818,1.1815689387007584,1.8733570982888632,1.5386300190552895,0.4965368523474468,1.4477411981500417,1,0
5,0.02144334706588325,0.004032732422237061,0.1947561787891717,0.25617181056754645,-0.7553192454056733,2.197945322243224,-0.5315631889442586,-0.3985213948433546,-0.9040185770509517,-0.4227925609040814,-0.6819185158398745,-0.6143015246816176,-0.43856122391727087,0.14471149028813066,0.12515601329976192,0.9248567162703424,-0.3781424815099625,-0.27510759265093054,0.13656577247321608,0.4484457353196815,1,1
6,-0.5311715442795643,-0.5621124153791511,-0.3743032045951119,-0.6983391544713502,0.5757774266781261,-0.17916136387799433,-0.17679853635832954,-0.2865882598979702,0.943357878579547,0.7471935211710052,-0.7516526264753585,-0.4399491524919437,-0.466797597387688,-0.469905850486176,-0.933787492214328,-0.3261060184302566,-0.7006228900748985,-0.5589551233954052,-0.9952502740150628,-0.2653367381305755,1,1
7,-0.45323867498725756,-0.46565137904993376,-0.3681962258465976,-0.7204270115135726,-0.6643922192140336,0.17832599822085562,-0.2172147626022961,0.0009797941080583869,-0.5282961191666812,0.21623598191604632,-0.5116375480090419,0.1363823000239224,-0.48945236214883675,-0.7020946236675807,-0.8737627757427172,-0.6194914154935894,0.11085508347759504,0.22523381747492316,-0.8186133022628239,-0.03692634662649322,1,1
8,2.6853305156029124,2.2938554639756226,0.1114791958548863,1.652439916450891,0.5757774266781261,0.970694893594595,-0.055549857626429715,0.6743986547550873,0.2650940591210064,1.2734523211405222,-0.044581179101615236,0.3397934009118753,-0.057698511990713,1.1641958095090044,0.0445257971438667,0.42773146013525076,-0.3464807686690415,0.21080089218283135,0.5300225341962124,1.007235443106454,1,1
9,-0.5099171253816625,-0.6279222812860005,-0.36490678502069335,-0.635230991493572,-0.7553192454056733,-0.8720234677396828,-0.5540166479686846,-0.7133902134702087,1.9875271795880898,0.5874363854659733,-0.7646264145005647,-0.7402226823741598,-0.4516944208802555,-0.7357522399480785,-0.9588724483517177,-1.6259663193080782,-0.6443354005799279,-0.611875849466409,-1.0061331206159116,-1.2075296030849147,1,1
